ID,Account,Email,AGE,Commute,Education,Occupation,Gender,Flag,Married,Cars,HomeChild,TotalChild,Income,Territory,YTD
14225,AW00014225,alisha2@adventure-works.com,46,"10+ Miles",Bachelors,Professional,F,0,M,3,0,0,75001-100000,Australia,1
23764,AW00023764,alisha4@adventure-works.com,46,"1-2 Miles","Partial College",Clerical,F,1,S,0,2,2,25001-50000,Germany,1
17780,AW00017780,alisha6@adventure-works.com,50,"0-1 Miles","Graduate Degree",Clerical,F,1,M,0,0,0,25001-50000,France,1
19791,AW00019791,warren24@adventure-works.com,62,"5-10 Miles","High School","Skilled Manual",M,1,S,2,0,2,75001-100000,Australia,1
22008,AW00022008,alisha9@adventure-works.com,43,"0-1 Miles","High School","Skilled Manual",F,0,S,1,0,0,25001-50000,Canada,1
20175,AW00020175,alisha11@adventure-works.com,44,"2-5 Miles","Partial College",Clerical,F,0,S,1,0,0,25001-50000,France,1
18239,AW00018239,alisha14@adventure-works.com,49,"0-1 Miles","Graduate Degree",Management,F,1,M,0,0,1,75001-100000,Australia,1
23571,AW00023571,alisha18@adventure-works.com,78,"0-1 Miles",Bachelors,Management,F,1,M,2,0,2,25001-50000,Australia,1
18026,AW00018026,alisha19@adventure-works.com,54,"0-1 Miles",Bachelors,"Skilled Manual",F,1,M,0,0,1,25001-50000,"United Kingdom",1
22203,AW00022203,alisha20@adventure-works.com,60,"0-1 Miles",Bachelors,Management,F,1,M,3,1,1,75001-100000,Australia,1
24136,AW00024136,alisha21@adventure-works.com,43,"2-5 Miles","Partial College",Clerical,F,0,S,1,0,0,25001-50000,France,1
19775,AW00019775,alisha22@adventure-works.com,43,"1-2 Miles","High School","Skilled Manual",F,0,S,2,0,0,25001-50000,Southwest,1
12013,AW00012013,kayla20@adventure-works.com,65,"5-10 Miles","Partial College",Clerical,F,1,S,2,0,2,25001-50000,Australia,1
28564,AW00028564,alisha25@adventure-works.com,46,"1-2 Miles","Partial College",Clerical,F,1,S,0,2,2,25001-50000,Germany,1
25635,AW00025635,warren26@adventure-works.com,52,"0-1 Miles",Bachelors,Professional,M,0,M,0,0,0,25001-50000,Germany,1
26438,AW00026438,alisha26@adventure-works.com,45,"0-1 Miles","High School",Management,F,1,M,4,5,4,"greater than 100000",Australia,1
12179,AW00012179,alexis3@adventure-works.com,83,"5-10 Miles","Graduate Degree",Management,F,1,S,2,0,2,25001-50000,Northwest,1
24534,AW00024534,alisha30@adventure-works.com,60,"0-1 Miles","Partial College",Professional,F,1,M,2,3,1,"greater than 100000","United Kingdom",1
16466,AW00016466,alisha32@adventure-works.com,44,"0-1 Miles","Partial High School",Manual,F,0,S,2,0,0,0-25000,Germany,1
19414,AW00019414,alexis9@adventure-works.com,60,"2-5 Miles",Bachelors,Professional,F,1,M,1,2,3,50001-75000,Canada,1
26107,AW00026107,alexis10@adventure-works.com,58,"0-1 Miles",Bachelors,Management,F,1,M,3,3,4,"greater than 100000",Southwest,1
12276,AW00012276,alisha34@adventure-works.com,48,"0-1 Miles",Bachelors,Clerical,F,1,M,0,0,0,25001-50000,Germany,1
19002,AW00019002,alexis13@adventure-works.com,70,"2-5 Miles","Partial College",Professional,F,1,M,1,1,2,50001-75000,Northwest,1
20291,AW00020291,alexis20@adventure-works.com,42,"1-2 Miles","High School","Skilled Manual",F,0,S,2,0,0,25001-50000,Southwest,1
12572,AW00012572,alisha40@adventure-works.com,38,"2-5 Miles","Partial College",Manual,F,0,S,1,0,0,0-25000,Australia,1
13556,AW00013556,alisha43@adventure-works.com,48,"0-1 Miles","Graduate Degree",Clerical,F,1,S,0,0,0,25001-50000,France,1
19405,AW00019405,abigail47@adventure-works.com,58,"0-1 Miles","Partial College","Skilled Manual",F,1,M,1,0,1,50001-75000,Northwest,1
28740,AW00028740,alisha47@adventure-works.com,45,"1-2 Miles",Bachelors,"Skilled Manual",F,1,M,0,1,1,25001-50000,France,1
18762,AW00018762,arthur44@adventure-works.com,40,"5-10 Miles","High School","Skilled Manual",F,1,M,2,0,0,25001-50000,Southwest,1
21941,AW00021941,gail3@adventure-works.com,60,"0-1 Miles",Bachelors,Professional,F,0,S,1,2,3,50001-75000,Southwest,1
19325,AW00019325,kelli2@adventure-works.com,51,"0-1 Miles",Bachelors,Clerical,F,1,M,0,0,0,25001-50000,Germany,1
24480,AW00024480,kelli4@adventure-works.com,60,"2-5 Miles",Bachelors,Professional,F,1,S,1,0,2,75001-100000,Australia,1
24332,AW00024332,abigail56@adventure-works.com,55,"2-5 Miles","Graduate Degree",Professional,F,1,M,0,2,3,50001-75000,Canada,1
15621,AW00015621,kelli7@adventure-works.com,45,"1-2 Miles","Graduate Degree","Skilled Manual",F,1,S,0,0,0,25001-50000,"United Kingdom",1
18379,AW00018379,abigail59@adventure-works.com,62,"0-1 Miles","Partial College",Professional,F,0,M,2,0,3,75001-100000,Canada,1
12772,AW00012772,abigail60@adventure-works.com,63,"0-1 Miles","Partial College",Clerical,F,1,M,1,0,1,25001-50000,Northwest,1
26386,AW00026386,kelli11@adventure-works.com,62,"0-1 Miles","High School",Professional,F,0,S,2,4,2,"greater than 100000","United Kingdom",1
13782,AW00013782,kelli12@adventure-works.com,51,"0-1 Miles",Bachelors,Clerical,F,1,M,0,0,0,25001-50000,Germany,1
16894,AW00016894,abigail63@adventure-works.com,65,"5-10 Miles","Graduate Degree",Management,F,1,S,2,0,3,50001-75000,Northwest,1
16307,AW00016307,kelli14@adventure-works.com,55,"0-1 Miles",Bachelors,"Skilled Manual",F,1,M,0,0,1,25001-50000,Germany,1
28418,AW00028418,kelli15@adventure-works.com,56,"0-1 Miles",Bachelors,"Skilled Manual",F,1,M,0,0,1,25001-50000,France,1
20172,AW00020172,kelli16@adventure-works.com,58,"0-1 Miles","Graduate Degree",Clerical,F,1,S,0,0,3,25001-50000,"United Kingdom",1
13063,AW00013063,jessica48@adventure-works.com,44,"5-10 Miles","High School","Skilled Manual",F,1,S,2,0,0,25001-50000,Northwest,1
11671,AW00011671,jessica51@adventure-works.com,52,"0-1 Miles",Bachelors,"Skilled Manual",F,0,S,0,3,3,50001-75000,Southwest,1
16316,AW00016316,kelli20@adventure-works.com,40,"0-1 Miles","Partial College",Clerical,F,0,S,1,0,0,25001-50000,Germany,1
11402,AW00011402,kelli21@adventure-works.com,48,"0-1 Miles","Graduate Degree",Clerical,F,1,M,0,0,0,25001-50000,France,1
24889,AW00024889,kelli23@adventure-works.com,42,"10+ Miles",Bachelors,Professional,F,1,M,2,0,0,50001-75000,Australia,1
20653,AW00020653,jessica60@adventure-works.com,48,"0-1 Miles",Bachelors,"Skilled Manual",F,1,M,0,1,1,25001-50000,Southwest,1
20452,AW00020452,kelli26@adventure-works.com,61,"5-10 Miles","High School",Professional,F,0,S,2,0,2,50001-75000,Australia,1
14289,AW00014289,jessica65@adventure-works.com,52,"0-1 Miles",Bachelors,Management,F,0,S,2,0,0,"greater than 100000",Southwest,1
18038,AW00018038,kelli30@adventure-works.com,43,"2-5 Miles","Partial College",Clerical,F,0,S,1,0,0,25001-50000,France,1
21669,AW00021669,jessica68@adventure-works.com,45,"1-2 Miles",Bachelors,"Skilled Manual",F,1,M,1,1,1,25001-50000,"United Kingdom",1
25868,AW00025868,jessica69@adventure-works.com,71,"10+ Miles",Bachelors,Management,F,1,M,3,0,5,50001-75000,Southwest,1
26075,AW00026075,jessica71@adventure-works.com,55,"2-5 Miles","Partial College",Professional,F,1,S,2,0,0,75001-100000,Northwest,1
22602,AW00022602,kelli36@adventure-works.com,47,"0-1 Miles","High School",Manual,F,1,S,0,2,2,0-25000,"United Kingdom",1
22933,AW00022933,kelli38@adventure-works.com,56,"0-1 Miles",Bachelors,Professional,F,0,S,1,0,1,50001-75000,Australia,1
13426,AW00013426,taylor49@adventure-works.com,54,"2-5 Miles",Bachelors,Management,F,1,S,4,2,3,"greater than 100000",Southwest,1
18422,AW00018422,taylor50@adventure-works.com,58,"0-1 Miles",Bachelors,Management,F,0,S,3,1,1,"greater than 100000",Southwest,1
28193,AW00028193,taylor52@adventure-works.com,59,"10+ Miles","Graduate Degree",Professional,F,1,S,3,5,5,50001-75000,Southwest,1
19987,AW00019987,taylor55@adventure-works.com,47,"2-5 Miles","Graduate Degree",Professional,F,1,S,0,0,1,50001-75000,Canada,1
13123,AW00013123,kelli44@adventure-works.com,54,"0-1 Miles",Bachelors,Professional,F,0,S,1,0,0,50001-75000,Australia,1
15905,AW00015905,taylor56@adventure-works.com,67,"2-5 Miles","High School",Professional,F,1,S,2,1,2,50001-75000,Canada,1
15851,AW00015851,taylor57@adventure-works.com,51,"1-2 Miles","Graduate Degree",Management,F,0,S,2,1,0,"greater than 100000",Northwest,1
20451,AW00020451,kelli45@adventure-works.com,61,"5-10 Miles","High School",Professional,F,1,S,2,0,2,50001-75000,Australia,1
29275,AW00029275,taylor58@adventure-works.com,65,"1-2 Miles","Graduate Degree",Management,F,0,S,2,0,3,50001-75000,Southwest,1
16580,AW00016580,dawn3@adventure-works.com,64,"2-5 Miles","High School",Professional,F,0,M,2,4,3,75001-100000,France,1
11830,AW00011830,taylor63@adventure-works.com,49,"0-1 Miles","Graduate Degree",Professional,F,1,M,0,0,3,75001-100000,Southwest,1
22647,AW00022647,taylor64@adventure-works.com,50,"0-1 Miles",Bachelors,Clerical,F,0,S,0,0,0,25001-50000,France,1
22664,AW00022664,dawn6@adventure-works.com,52,"0-1 Miles",Bachelors,Professional,F,0,M,0,0,0,25001-50000,France,1
11943,AW00011943,dawn7@adventure-works.com,69,"5-10 Miles","Partial High School",Clerical,F,1,M,2,1,2,0-25000,Australia,1
11493,AW00011493,dawn8@adventure-works.com,47,"1-2 Miles","Partial College",Clerical,F,1,S,0,2,2,25001-50000,"United Kingdom",1
11295,AW00011295,taylor67@adventure-works.com,64,"5-10 Miles","Partial High School","Skilled Manual",F,1,S,2,0,2,75001-100000,Southwest,1
16995,AW00016995,taylor70@adventure-works.com,54,"5-10 Miles",Bachelors,"Skilled Manual",F,1,S,3,5,5,50001-75000,Canada,1
27873,AW00027873,dawn14@adventure-works.com,40,"0-1 Miles",Bachelors,Clerical,F,1,M,0,0,0,0-25000,Australia,1
18418,AW00018418,dawn15@adventure-works.com,57,"5-10 Miles","Partial College",Professional,F,1,S,4,3,3,"greater than 100000",Southwest,1
18560,AW00018560,anna67@adventure-works.com,46,"2-5 Miles","Graduate Degree",Professional,F,1,M,0,0,2,50001-75000,Southwest,1
26661,AW00026661,dawn16@adventure-works.com,50,"0-1 Miles",Bachelors,Professional,F,0,S,1,2,2,50001-75000,Australia,1
17192,AW00017192,warren31@adventure-works.com,63,"0-1 Miles","High School",Professional,M,0,S,3,4,2,"greater than 100000","United Kingdom",1
25603,AW00025603,dawn19@adventure-works.com,49,"0-1 Miles","Graduate Degree","Skilled Manual",F,1,S,0,0,0,50001-75000,"United Kingdom",1
15647,AW00015647,dawn20@adventure-works.com,39,"0-1 Miles",Bachelors,Clerical,F,1,M,0,0,0,0-25000,Australia,1
26004,AW00026004,arthur45@adventure-works.com,57,"0-1 Miles","Partial College","Skilled Manual",F,1,M,1,0,1,50001-75000,Southwest,1
18113,AW00018113,abigail67@adventure-works.com,67,"10+ Miles","Partial College",Professional,F,1,M,2,2,4,50001-75000,Southwest,1
12105,AW00012105,abigail68@adventure-works.com,69,"10+ Miles","Partial College",Professional,F,1,S,2,1,5,50001-75000,Southwest,1
29167,AW00029167,dawn26@adventure-works.com,59,"0-1 Miles","Graduate Degree",Professional,F,0,S,0,0,2,75001-100000,Northwest,1
16496,AW00016496,dawn28@adventure-works.com,64,"5-10 Miles","Partial College","Skilled Manual",F,1,S,2,0,2,75001-100000,Australia,1
18801,AW00018801,dawn30@adventure-works.com,47,"0-1 Miles","Graduate Degree","Skilled Manual",F,1,M,0,1,1,50001-75000,Southwest,1
13436,AW00013436,gail7@adventure-works.com,55,"5-10 Miles","Partial College",Professional,F,1,S,1,0,0,75001-100000,Northwest,1
12618,AW00012618,dawn32@adventure-works.com,49,"0-1 Miles",Bachelors,Clerical,F,1,M,0,0,0,25001-50000,France,1
23987,AW00023987,dawn33@adventure-works.com,77,"0-1 Miles",Bachelors,Clerical,F,1,M,0,0,1,25001-50000,"United Kingdom",1
16659,AW00016659,emily3@adventure-works.com,62,"5-10 Miles","High School","Skilled Manual",F,1,S,2,0,2,75001-100000,Australia,1
20955,AW00020955,dawn36@adventure-works.com,43,"2-5 Miles","Partial College",Clerical,F,0,S,1,0,0,25001-50000,France,1
25694,AW00025694,dawn38@adventure-works.com,56,"0-1 Miles","Graduate Degree",Clerical,F,1,S,0,0,4,25001-50000,France,1
11333,AW00011333,emily6@adventure-works.com,56,"0-1 Miles","Graduate Degree",Clerical,F,1,M,0,0,1,0-25000,"United Kingdom",1
17400,AW00017400,emily7@adventure-works.com,62,"5-10 Miles","Partial College",Professional,F,1,M,0,2,3,50001-75000,Canada,1
21891,AW00021891,dawn41@adventure-works.com,46,"10+ Miles","High School",Management,F,1,M,3,5,0,"greater than 100000",Australia,1
11759,AW00011759,dawn42@adventure-works.com,48,"0-1 Miles","Graduate Degree",Management,F,0,M,1,0,1,"greater than 100000",Australia,1
24918,AW00024918,warren34@adventure-works.com,48,"10+ Miles",Bachelors,Professional,M,0,S,4,0,0,75001-100000,Australia,1
17415,AW00017415,dawn44@adventure-works.com,55,"2-5 Miles","Partial College",Professional,F,1,M,2,2,0,75001-100000,Southwest,1
25092,AW00025092,emily12@adventure-works.com,58,"2-5 Miles","Partial College","Skilled Manual",F,1,M,1,0,1,50001-75000,Southwest,1
20244,AW00020244,dawn45@adventure-works.com,52,"1-2 Miles","Graduate Degree",Management,F,0,S,1,0,0,75001-100000,Australia,1
15917,AW00015917,emily13@adventure-works.com,66,"10+ Miles","Partial College",Professional,F,1,M,2,2,4,50001-75000,Canada,1
13487,AW00013487,emily15@adventure-works.com,81,"2-5 Miles","Graduate Degree",Management,F,1,M,2,3,1,"greater than 100000",Southwest,1
13128,AW00013128,colleen1@adventure-works.com,54,"0-1 Miles",Bachelors,Professional,F,0,S,1,0,0,50001-75000,Australia,1
17864,AW00017864,emily18@adventure-works.com,58,"2-5 Miles","Partial College","Skilled Manual",F,1,M,1,0,1,50001-75000,Northwest,1
20321,AW00020321,colleen2@adventure-works.com,47,"1-2 Miles","Graduate Degree","Skilled Manual",F,1,M,0,1,1,50001-75000,Southwest,1
16569,AW00016569,colleen3@adventure-works.com,66,"0-1 Miles","Partial College",Manual,F,1,S,2,0,3,0-25000,France,1
24477,AW00024477,warren35@adventure-works.com,57,"5-10 Miles","Partial College","Skilled Manual",M,1,S,1,0,1,50001-75000,Australia,1
24738,AW00024738,hannah6@adventure-works.com,64,"1-2 Miles","Partial College",Clerical,F,1,M,1,0,1,25001-50000,Southwest,1
14024,AW00014024,hannah8@adventure-works.com,42,"1-2 Miles","Partial College","Skilled Manual",F,0,S,2,0,0,50001-75000,Southwest,1
11480,AW00011480,colleen16@adventure-works.com,45,"1-2 Miles",Bachelors,"Skilled Manual",F,1,M,0,1,1,25001-50000,France,1
17535,AW00017535,colleen18@adventure-works.com,52,"2-5 Miles","Partial College",Professional,F,1,S,3,5,5,75001-100000,Northwest,1
13143,AW00013143,hannah11@adventure-works.com,43,"5-10 Miles","High School","Skilled Manual",F,1,M,2,0,0,25001-50000,Canada,1
20219,AW00020219,colleen19@adventure-works.com,48,"0-1 Miles","Graduate Degree",Management,F,0,M,0,0,1,"greater than 100000",Australia,1
26606,AW00026606,hannah12@adventure-works.com,54,"2-5 Miles","Graduate Degree",Professional,F,1,S,0,2,3,50001-75000,Northwest,1
12747,AW00012747,colleen21@adventure-works.com,46,"1-2 Miles","Partial High School",Manual,F,0,S,2,0,0,0-25000,Germany,1
15088,AW00015088,colleen22@adventure-works.com,49,"0-1 Miles","Graduate Degree","Skilled Manual",F,1,S,0,0,0,25001-50000,"United Kingdom",1
25924,AW00025924,hannah16@adventure-works.com,39,"0-1 Miles","Partial College","Skilled Manual",F,0,S,2,0,0,50001-75000,Southwest,1
13286,AW00013286,hannah18@adventure-works.com,55,"10+ Miles","Partial College",Professional,F,0,S,1,0,0,75001-100000,Northwest,1
26561,AW00026561,hannah19@adventure-works.com,67,"5-10 Miles","Partial High School",Clerical,F,1,M,2,1,2,0-25000,Australia,1
12133,AW00012133,colleen27@adventure-works.com,62,"5-10 Miles","Partial College",Professional,F,1,M,3,4,3,"greater than 100000","United Kingdom",1
15208,AW00015208,colleen30@adventure-works.com,56,"5-10 Miles",Bachelors,Professional,F,1,M,1,0,1,50001-75000,Australia,1
15150,AW00015150,colleen34@adventure-works.com,48,"10+ Miles","High School",Management,F,0,M,4,5,0,"greater than 100000",Australia,1
19084,AW00019084,colleen37@adventure-works.com,42,"10+ Miles",Bachelors,Professional,F,0,S,2,0,0,50001-75000,Australia,1
20049,AW00020049,colleen38@adventure-works.com,47,"1-2 Miles","Partial High School",Manual,F,0,S,2,0,0,0-25000,"United Kingdom",1
21728,AW00021728,madison14@adventure-works.com,45,"1-2 Miles","Graduate Degree","Skilled Manual",F,1,S,0,0,0,25001-50000,Northwest,1
18788,AW00018788,madison16@adventure-works.com,50,"1-2 Miles",Bachelors,Management,F,1,S,1,4,4,75001-100000,Canada,1
24051,AW00024051,colleen41@adventure-works.com,50,"2-5 Miles",Bachelors,Clerical,F,1,M,0,1,1,25001-50000,"United Kingdom",1
18377,AW00018377,madison19@adventure-works.com,62,"5-10 Miles","Partial College",Professional,F,1,S,1,2,3,50001-75000,Canada,1
14200,AW00014200,colleen42@adventure-works.com,70,"5-10 Miles","Partial High School","Skilled Manual",F,1,M,4,1,5,50001-75000,France,1
14062,AW00014062,madison20@adventure-works.com,54,"5-10 Miles",Bachelors,Professional,F,1,S,1,0,0,50001-75000,Australia,1
12647,AW00012647,colleen45@adventure-works.com,66,"10+ Miles","Partial College",Professional,F,1,M,3,5,4,"greater than 100000","United Kingdom",1
14127,AW00014127,lacey12@adventure-works.com,42,"0-1 Miles","High School",Manual,F,1,M,2,0,0,0-25000,Australia,1
24173,AW00024173,lacey13@adventure-works.com,39,"0-1 Miles",Bachelors,Clerical,F,1,S,0,0,0,0-25000,Australia,1
17515,AW00017515,lacey15@adventure-works.com,60,"0-1 Miles","Graduate Degree",Management,F,0,S,3,0,0,"greater than 100000",Australia,1
23545,AW00023545,lacey16@adventure-works.com,60,"0-1 Miles","Partial College","Skilled Manual",F,0,S,1,0,1,50001-75000,Australia,1
29166,AW00029166,jaime46@adventure-works.com,59,"0-1 Miles","Graduate Degree",Professional,M,0,S,0,0,2,75001-100000,Southwest,1
28244,AW00028244,samantha6@adventure-works.com,54,"0-1 Miles",Bachelors,Management,F,1,M,3,1,1,"greater than 100000",Southwest,1
29277,AW00029277,samantha9@adventure-works.com,65,"1-2 Miles","Graduate Degree",Management,F,0,S,2,0,3,50001-75000,Canada,1
12773,AW00012773,samantha10@adventure-works.com,62,"0-1 Miles","Partial College",Clerical,F,1,M,1,0,1,25001-50000,Northwest,1
27713,AW00027713,lacey23@adventure-works.com,57,"5-10 Miles","Partial College","Skilled Manual",F,1,S,1,0,1,50001-75000,Australia,1
17561,AW00017561,samantha14@adventure-works.com,46,"0-1 Miles","Graduate Degree","Skilled Manual",F,1,M,0,0,1,50001-75000,Southwest,1
27541,AW00027541,samantha16@adventure-works.com,50,"2-5 Miles",Bachelors,Professional,F,1,S,1,0,0,50001-75000,Southwest,1
18723,AW00018723,lacey28@adventure-works.com,55,"0-1 Miles",Bachelors,Professional,F,0,S,2,2,3,50001-75000,Australia,1
25075,AW00025075,samantha17@adventure-works.com,55,"2-5 Miles",Bachelors,Professional,F,1,M,2,2,4,50001-75000,Southwest,1
15719,AW00015719,lacey29@adventure-works.com,42,"10+ Miles",Bachelors,Professional,F,1,M,2,0,0,75001-100000,Australia,1
16744,AW00016744,lacey30@adventure-works.com,76,"0-1 Miles",Bachelors,Management,F,1,M,2,0,2,25001-50000,Australia,1
12742,AW00012742,samantha19@adventure-works.com,45,"0-1 Miles","Partial College",Clerical,F,1,S,0,2,2,25001-50000,Germany,1
14429,AW00014429,lacey31@adventure-works.com,63,"0-1 Miles","Partial College",Professional,F,0,S,3,4,3,"greater than 100000","United Kingdom",1
11417,AW00011417,lacey32@adventure-works.com,73,"10+ Miles","High School",Professional,F,1,M,2,1,5,50001-75000,France,1
19948,AW00019948,lacey33@adventure-works.com,42,"10+ Miles",Bachelors,Professional,F,1,S,2,0,0,50001-75000,Australia,1
14484,AW00014484,samantha25@adventure-works.com,58,"2-5 Miles",Bachelors,Management,F,0,M,3,3,4,"greater than 100000",Southwest,1
14411,AW00014411,ashley1@adventure-works.com,67,"10+ Miles","High School",Professional,F,1,S,2,1,2,50001-75000,Northwest,1
21749,AW00021749,ashley2@adventure-works.com,76,"1-2 Miles",Bachelors,Management,F,0,S,2,0,4,25001-50000,Southwest,1
17913,AW00017913,lacey39@adventure-works.com,42,"1-2 Miles","High School",Manual,F,0,S,0,1,1,0-25000,Australia,1
17001,AW00017001,ashley8@adventure-works.com,55,"0-1 Miles",Bachelors,"Skilled Manual",F,0,S,2,2,4,50001-75000,Northwest,1
12349,AW00012349,lacey41@adventure-works.com,44,"10+ Miles",Bachelors,Professional,F,1,S,3,0,0,75001-100000,Australia,1
13960,AW00013960,lacey42@adventure-works.com,51,"10+ Miles",Bachelors,Professional,F,1,S,4,5,5,50001-75000,Australia,1
20680,AW00020680,ashley10@adventure-works.com,52,"2-5 Miles","Graduate Degree",Professional,F,1,S,0,0,0,50001-75000,Canada,1
23751,AW00023751,lacey43@adventure-works.com,44,"1-2 Miles",Bachelors,"Skilled Manual",F,1,M,0,1,1,25001-50000,"United Kingdom",1
12188,AW00012188,ashley11@adventure-works.com,58,"5-10 Miles","Partial College",Professional,F,1,S,4,3,3,"greater than 100000",Southwest,1
11327,AW00011327,jaime48@adventure-works.com,78,"5-10 Miles",Bachelors,Management,M,1,M,2,0,5,75001-100000,Southwest,1
26116,AW00026116,ashley15@adventure-works.com,65,"1-2 Miles","Graduate Degree",Management,F,0,S,2,0,3,50001-75000,Northwest,1
15440,AW00015440,jon8@adventure-works.com,44,"0-1 Miles","Graduate Degree",Manual,M,1,M,0,0,0,0-25000,"United Kingdom",1
21426,AW00021426,jon10@adventure-works.com,62,"1-2 Miles","High School",Professional,M,0,M,2,0,2,50001-75000,Southwest,1
21293,AW00021293,ashley17@adventure-works.com,56,"5-10 Miles","Partial College",Professional,F,1,S,4,3,1,"greater than 100000",Southwest,1
12398,AW00012398,ashley20@adventure-works.com,47,"0-1 Miles","Partial College",Clerical,F,1,S,1,2,2,25001-50000,France,1
20324,AW00020324,ashley21@adventure-works.com,55,"2-5 Miles","Partial College",Professional,F,1,M,2,2,0,75001-100000,Southwest,1
13257,AW00013257,jon12@adventure-works.com,61,"0-1 Miles","Partial College",Professional,M,1,M,2,4,2,"greater than 100000",Germany,1
15961,AW00015961,ashley24@adventure-works.com,56,"0-1 Miles","Partial College",Professional,F,0,S,2,2,1,"greater than 100000",Southwest,1
17310,AW00017310,alejandro3@adventure-works.com,57,"0-1 Miles","Partial College","Skilled Manual",M,1,M,1,0,1,50001-75000,Australia,1
14947,AW00014947,alejandro4@adventure-works.com,53,"0-1 Miles","High School",Manual,M,1,S,1,2,2,0-25000,"United Kingdom",1
25952,AW00025952,jon18@adventure-works.com,43,"1-2 Miles","High School","Skilled Manual",M,0,S,2,0,0,25001-50000,Southwest,1
19555,AW00019555,alejandro6@adventure-works.com,49,"0-1 Miles","Graduate Degree",Management,M,0,M,0,0,1,75001-100000,Australia,1
19476,AW00019476,sarah12@adventure-works.com,51,"0-1 Miles",Bachelors,Professional,F,1,M,0,0,0,25001-50000,Germany,1
11779,AW00011779,sarah14@adventure-works.com,47,"1-2 Miles","Graduate Degree","Skilled Manual",F,1,S,0,0,1,50001-75000,Northwest,1
16670,AW00016670,sarah15@adventure-works.com,44,"1-2 Miles","Partial College",Professional,F,0,S,2,0,0,50001-75000,Northwest,1
11464,AW00011464,alejandro8@adventure-works.com,46,"10+ Miles",Bachelors,Professional,M,1,M,4,0,0,75001-100000,Australia,1
12423,AW00012423,sarah17@adventure-works.com,64,"1-2 Miles","Partial High School",Clerical,F,0,S,2,0,3,0-25000,Northwest,1
11907,AW00011907,sarah18@adventure-works.com,51,"0-1 Miles","Graduate Degree",Management,F,1,S,3,5,5,75001-100000,Australia,1
12670,AW00012670,sarah19@adventure-works.com,43,"10+ Miles",Bachelors,Professional,F,0,S,3,0,0,50001-75000,Australia,1
15029,AW00015029,alejandro12@adventure-works.com,39,"2-5 Miles","Partial College",Manual,M,1,S,1,0,0,0-25000,Australia,1
17787,AW00017787,alejandro13@adventure-works.com,51,"1-2 Miles","Partial College",Manual,M,0,S,1,1,1,0-25000,France,1
21369,AW00021369,sarah22@adventure-works.com,41,"5-10 Miles","Partial College","Skilled Manual",F,1,M,2,0,0,50001-75000,Southwest,1
26585,AW00026585,alejandro15@adventure-works.com,62,"5-10 Miles","High School","Skilled Manual",M,1,S,2,0,2,75001-100000,Australia,1
20059,AW00020059,madison25@adventure-works.com,47,"1-2 Miles","High School",Manual,F,0,M,1,0,0,25001-50000,France,1
23923,AW00023923,alejandro16@adventure-works.com,51,"0-1 Miles",Bachelors,Professional,M,1,S,0,0,0,25001-50000,"United Kingdom",1
14038,AW00014038,madison28@adventure-works.com,58,"0-1 Miles","Graduate Degree",Management,F,1,M,3,1,0,"greater than 100000",Australia,1
17187,AW00017187,alejandro19@adventure-works.com,63,"10+ Miles","High School",Professional,M,1,S,2,1,2,75001-100000,France,1
17799,AW00017799,alejandro21@adventure-works.com,53,"0-1 Miles","High School",Manual,M,1,S,0,2,2,0-25000,Germany,1
14447,AW00014447,madison31@adventure-works.com,54,"2-5 Miles","Partial College",Professional,F,1,S,2,3,4,75001-100000,Northwest,1
14813,AW00014813,madison34@adventure-works.com,55,"0-1 Miles","High School",Manual,F,1,S,1,4,4,0-25000,France,1
17096,AW00017096,samantha26@adventure-works.com,45,"0-1 Miles","Partial High School",Manual,F,0,M,2,0,0,0-25000,Germany,1
18171,AW00018171,alejandro25@adventure-works.com,67,"10+ Miles","Partial College",Professional,M,1,M,2,5,4,"greater than 100000",Germany,1
17873,AW00017873,alejandro26@adventure-works.com,49,"0-1 Miles","Graduate Degree",Manual,M,1,M,0,0,0,0-25000,Germany,1
27918,AW00027918,samantha29@adventure-works.com,46,"5-10 Miles","Partial College","Skilled Manual",F,1,M,2,0,0,50001-75000,Southwest,1
11331,AW00011331,samantha32@adventure-works.com,50,"1-2 Miles","Partial College","Skilled Manual",F,1,M,2,4,4,75001-100000,Canada,1
25390,AW00025390,samantha34@adventure-works.com,49,"2-5 Miles",Bachelors,"Skilled Manual",F,1,M,0,2,2,50001-75000,Southwest,1
12316,AW00012316,alejandro32@adventure-works.com,64,"10+ Miles","Partial College",Professional,M,0,M,2,5,5,"greater than 100000","United Kingdom",1
14055,AW00014055,alejandro34@adventure-works.com,58,"0-1 Miles","Partial College","Skilled Manual",M,1,M,1,0,1,50001-75000,Australia,1
12213,AW00012213,alejandro35@adventure-works.com,55,"0-1 Miles","Graduate Degree",Manual,M,1,M,0,0,1,0-25000,Germany,1
14115,AW00014115,samantha39@adventure-works.com,46,"1-2 Miles",Bachelors,Management,F,0,S,1,0,0,75001-100000,Northwest,1
13038,AW00013038,wilson0@adventure-works.com,68,"1-2 Miles",Bachelors,Management,M,0,M,2,0,2,25001-50000,Australia,1
17624,AW00017624,samantha41@adventure-works.com,55,"0-1 Miles",Bachelors,Professional,F,0,S,1,0,0,50001-75000,Southwest,1
19364,AW00019364,alejandro41@adventure-works.com,55,"0-1 Miles",Bachelors,"Skilled Manual",M,1,M,0,0,1,25001-50000,Germany,1
